X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15
9.416514872679271e-73,0.06324794712895947,6.1242438861333326e-99,2.947463984862718e-209,0.36270461263596415,4.418639068252673e-122,0.003920303816231119,7.449497264308142e-14,0.9297458980148443,2.0576147997172045e-17,1.4450189481957298e-19,6.354409788937274e-14,1.3986689774319966e-195,6.749455842537684e-150,9.511769102847634e-20,0.0015024976295376663
1.529676721116237e-78,9.617740200393278e-218,7.057326216552752e-222,8.026678718104229e-70,3.700387427248023e-206,6.040706815619404e-126,0.0,2.6319093006809976e-155,1.1739495897009338e-268,3.945306418526237e-290,1.277380807775664e-93,4.575790051896979e-32,9.143181733711341e-119,4.31083600453504e-109,2.928662550899892e-269,1.0
3.504146364320193e-227,5.064005766620126e-28,2.6194011472396425e-23,2.0588888376089813e-124,2.0040816572955526e-73,2.592568465568065e-32,4.982850470745074e-07,0.01688576878488825,0.5528755125627735,0.025222620504253626,1.0399483029929529e-36,6.295977343133113e-214,3.997214487510481e-145,1.868007073911704e-160,1.998617604275783e-20,0.8327108488759132
0.36317242627510965,0.2647965147476062,7.712654018621842e-07,4.704062442433272e-71,0.7960867025449125,3.08441779386684e-22,1.556929762131142e-116,2.2894785383907368e-164,2.2092626302401732e-113,1.592526277900749e-55,3.862039735634501e-09,0.4045617722046254,1.9758356000790105e-237,9.218911290925103e-180,0.02375561138334501,1.5326680726066547e-68
1.7157856667506694e-40,4.102489717893276e-155,2.2096259419180613e-202,5.189857364616294e-40,5.996143649876054e-98,4.9670353875248194e-113,1.0804000870510517e-276,1.894847724051596e-179,0.0,1.0470060091997828e-122,2.314330213241674e-80,0.0027766024752951617,2.776972680132891e-17,6.192211141030096e-32,7.49524291485075e-211,0.9999961452319175
1.167516633018682e-20,0.7286357308142966,2.5419860149757323e-43,2.4035405222032746e-20,8.144439237757411e-20,7.539629064920971e-16,5.934144643845241e-25,1.1105245096256173e-50,6.718794778339301e-47,3.194740460022365e-30,1.0477069079284285e-13,0.09646274717759303,1.6029106827340733e-48,3.155611038773355e-39,0.6780744134589268,2.3656512728368226e-38
1.3090518380388603e-223,4.5942380076890953e-110,0.0,8.908668920905955e-106,2.2780876490542508e-215,3.2098581098645683e-119,1.6596535570725114e-172,1.0,4.51958161560008e-188,3.1091560788452127e-133,0.0,4.408170173233357e-167,2.4642037086677995e-242,1.9653741798486852e-180,4.071817020412138e-183,5.129627037574079e-200
0.9999999999990139,1.340784951992597e-45,3.820755558627564e-48,4.229080231302353e-140,8.815504043268924e-72,1.4043721710515022e-06,2.4118254760391618e-30,0.0,8.68797151847142e-186,8.062708276615834e-145,2.753869377222275e-65,7.593528695201196e-53,5.111988196855176e-100,0.0,3.1787979964039544e-40,1.001003532430087e-108
6.691571370414179e-53,2.2429750766645197e-27,2.7384073727577618e-34,1.627395440790522e-17,3.726244679343936e-30,4.540030439800906e-40,2.3121572468839253e-47,7.45489603153166e-46,4.954890391377766e-79,7.268857494538172e-35,5.518470215987429e-09,2.963928520668285e-15,2.6101859266754036e-56,2.4494140223216294e-37,1.0,7.993284702891548e-29
3.12198678604478e-134,2.3236110312326593e-256,0.0002976833077438001,2.331824985249643e-202,1.138704754212813e-76,2.688757865107429e-103,3.741391358693039e-58,6.435110192482e-311,1.1099838362530315e-124,8.283341741970467e-70,3.387365940229579e-153,1.1076636256437174e-48,0.9999999556923231,1.0780230737674608e-144,1.913497178552328e-179,3.347610322328123e-18
8.300021139393464e-11,0.9170121233085204,2.3705081427629272e-29,1.941992456057985e-76,5.010758934326288e-100,0.33330416860746254,2.6199854429793585e-143,1.9598127614427937e-26,1.5917224295105898e-94,5.1078805495717333e-107,2.9357023850571098e-37,0.03422056268571594,1.3930792328136445e-31,4.9033496938631925e-89,0.21639327619766768,5.198049227891448e-35
1.5034231615006721e-269,1.3297780043142134e-86,0.0,2.090431465949954e-76,5.984256448006919e-137,1.2893320305419541e-96,5.319231506422556e-152,0.9999912346120567,1.5837811966517458e-158,1.109612943510172e-05,0.0,1.960397714021462e-98,0.0041869530604338135,1.1527597498668855e-102,3.5919429659436197e-158,2.0788263357951336e-126
4.644284499615595e-27,1.0837775443181982e-85,0.0,2.305127888395831e-38,3.4314082582205144e-192,0.9400998309639124,0.0,0.0,1.9309265901983947e-06,0.0,1.2070238847831085e-126,0.34089926344580884,2.357400616332326e-124,1.3056954166581627e-144,2.3149811175517386e-115,3.327968336272078e-134
8.727085581813046e-44,0.977065584727811,0.021097286290221742,3.790833185023612e-12,1.8578040658444308e-47,0.06260367962542157,8.230209332241719e-25,7.016332451791484e-54,0.011371967332454519,7.742869530664091e-05,2.1704431941494445e-20,5.844071244280421e-07,5.272142348697602e-11,0.01808414471269367,0.2013011749158514,3.2627245545027892e-62
3.3688594306699307e-262,0.0,1.849047537701809e-260,1.9755438165193207e-222,0.9999997998714681,4.145238049505314e-165,0.0,0.0,0.00042679816401562496,4.076683888111434e-100,1.771792981513527e-145,4.02121845947321e-297,0.0004670121529780239,6.867205057996082e-97,2.8614402510042913e-298,6.371580825650719e-151
6.28204646877152e-48,0.01280587859545183,2.2417898421202954e-34,4.4211713096786575e-217,0.9993710560308675,4.035366943104472e-127,9.859341253014675e-102,0.0,3.952193948895884e-221,5.974664278473379e-184,0.00070524287696166,0.033060618167721975,3.4247729578142763e-183,0.0,1.694630112721248e-33,3.980602829722031e-38
0.0,0.0,2.4119253437330783e-14,0.0,1.0,4.411622126145201e-149,0.0,0.0,1.2684488927950323e-58,4.157788304194867e-133,2.2083828556311493e-124,1.6038679468173125e-231,4.0403482448679535e-72,2.0375491479188027e-82,0.0,1.6749456276346104e-54
9.459524582068253e-59,5.442441325734271e-159,2.342105272374304e-19,1.3647947246229451e-87,2.6160769361052056e-110,4.800558464673612e-100,1.3900846675896646e-107,2.33680070550194e-309,1.0162095609325813e-72,3.977997055776248e-14,4.679412649081049e-72,2.3575641579439993e-22,0.999999972817843,4.0781888303760253e-268,5.181230761151343e-96,0.00023316156075832897
0.0,0.0,6.808530056654527e-264,0.0,1.0,5.412374889432677e-171,1.1845496638859144e-308,0.0,4.180087587735386e-55,4.277342962531363e-150,1.9073029805399167e-151,0.0,4.66731670954333e-65,2.220898314224377e-75,0.0,2.438206738779424e-218
1.853331032852115e-51,7.679915658256675e-87,0.00044656099366069776,5.8219341942901265e-67,0.0,1.715146715917965e-170,8.439937658826e-216,0.0,5.156302158699855e-257,2.9476375433511858e-36,0.9999999002916347,2.0555986753800677e-306,5.878502016065396e-222,4.189605451075126e-159,1.0914964210298195e-10,3.094364063966545e-250
3.043929840643593e-129,1.6319247656757022e-203,2.978135209122377e-85,6.179903739662066e-67,1.0,1.2002997381020247e-95,4.4612082356066043e-94,0.0,2.761708333683459e-70,7.588861521470847e-183,2.2888289460268202e-150,1.365294314915405e-115,3.6786380077356896e-29,3.5712054255823264e-63,2.385471253241389e-160,6.147748477677386e-22
0.15361726256346228,3.173582872729974e-05,2.6819033587707244e-59,0.010833189853449854,0.006333055391381439,1.9086007217587932e-72,1.646340807493228e-82,1.2535334752443396e-32,0.00851689990743083,7.282216973312409e-27,1.0281366679137577e-28,1.5134572985681682e-06,0.9867073168558717,4.402649919600652e-97,0.05079767041033507,1.2398189136586688e-121
3.06091643058624e-37,3.869890122244823e-11,2.4169542854068953e-43,0.09144724612539323,1.1994432555133108e-35,7.660772181977023e-27,2.1673755413126091e-38,2.0009091383280626e-05,1.8533105904589105e-54,1.7267918013964041e-44,0.001165687609889504,2.5609635123536217e-20,2.3098878975487936e-41,0.006472505765964175,0.9957882046987823,2.2736000735935277e-39
0.0016010359991887996,1.0135063595700184e-150,0.9999954770723573,2.674756875127136e-16,3.982455148074731e-13,1.0616202964074912e-203,2.6550035638893414e-121,1.7888682922800076e-287,0.0,0.0025460789123613018,5.612874445045828e-22,8.544149633048956e-07,4.639935726129063e-22,6.153386939267873e-143,9.762257832227537e-133,1.1261414694949946e-137
1.641338737864923e-62,0.001327695497004622,6.743576017093766e-42,5.4937511929979336e-24,3.485345378338316e-31,1.9235926901749663e-25,2.0209232698709318e-54,6.770501927526756e-38,2.7470035127093053e-71,4.208468418297519e-41,1.828490259670235e-08,1.273774825885203e-17,3.2762040085008654e-64,6.266089225275862e-32,0.999999118611945,1.7952286646058922e-36
5.324641043389068e-52,0.2890485869473407,0.002114940535606062,1.781614115135605e-24,1.8804908362006725e-24,0.4259676261719755,4.676748162064516e-13,0.003545764868508525,0.09809796285246745,4.355555973476888e-12,0.03815877178133572,4.918460001682722e-25,6.5288038833463445e-71,4.400940455700657e-16,0.8504056840747283,0.026764168750688173
0.0032737861573694546,4.9242010713713303e-222,0.9999757572694258,0.004252590823974871,1.2850800912103596e-137,0.0,6.77120727086039e-119,0.0,1.1170238609928081e-123,0.004436515402666878,5.781694970776214e-33,6.898857101825649e-165,8.260896390181137e-17,5.366740124255299e-175,2.3933936185486835e-105,2.0748851825e-314
2.568823703352404e-120,3.903944148358188e-17,2.1200794743359884e-87,0.023021212256741704,1.4744916867620842e-75,0.09790543169209664,0.9544931020952471,2.699528351921571e-135,3.3559891705912554e-123,0.0002824975207534408,3.740401804485878e-49,8.74841170863088e-72,1.8981240391067967e-200,1.7627450629426818e-101,0.2807621564227576,1.8861673115738324e-111
1.009409398645405e-139,2.2432282789046898e-91,6.238050178187448e-248,1.23813610236075e-172,4.557756244490545e-129,4.0667512672850473e-36,3.8292412984730146e-104,3.60064145353384e-31,3.721179624463657e-127,0.021097844852887463,5.1118940118020354e-89,1.0944773530399044e-53,0.9997774156993963,1.972806861079257e-108,9.032017341426694e-172,1.0581804342726472e-260
7.94036148741679e-65,0.9817301406033873,2.3394121649254214e-56,0.006972553431475255,4.3418814524695705e-71,1.0549032370061938e-05,5.561275135066905e-37,7.117871643781579e-77,2.3307465961303637e-65,7.146631669806278e-56,2.3793335988032225e-49,5.890170813607623e-22,1.4790620229123758e-106,0.030360338432683244,0.1877113855589741,6.328451933894244e-82
0.9827554098895526,0.04291095225739019,1.0180743326291097e-57,3.498995043461519e-75,0.14940588388386383,6.384083756555704e-36,3.1001112269682342e-170,0.0,2.410642928508355e-136,3.4683194691359734e-86,2.314661444690641e-24,0.10014158162353522,9.54632855021097e-272,3.6862626962147634e-190,6.078317978733727e-28,9.276821179329086e-48
0.345734912181177,1.2591874343891604e-11,7.785561150952156e-37,0.12968904591736888,4.398767630591385e-16,1.8615845270439988e-31,2.1033526103680694e-45,4.430147923871188e-54,0.023352839990385798,7.547256708894423e-48,2.899613467550978e-24,0.0024741369786109124,0.17929764246200633,1.6313668497520868e-39,0.9115640409682016,2.773494493056971e-46
5.072268805939233e-42,0.0,0.0,2.0406595760618546e-28,0.0,0.0,0.0,0.0,2.3703751588491474e-103,0.0,2.3214918979083396e-57,1.2329618444223144e-36,0.0,0.9999999839719611,1.980057190298457e-121,0.00017904211061249494
2.33850385348666e-29,0.5916377569710525,3.654874107711998e-46,8.941860010215352e-13,7.067894179093107e-49,1.1744148325876101e-17,5.478097578125611e-14,1.7519207304153226e-61,5.3312630943820764e-40,3.9125084600562983e-32,9.949285845591543e-13,0.2825776276607585,8.669805612148794e-63,1.022912940729466e-30,0.7550593677796995,1.368158071789468e-35
3.343741961289841e-52,1.8795864456779023e-28,8.358336347966061e-34,2.0186173339353226e-17,3.6760022988439573e-31,4.5479775579519503e-41,2.8708202751137566e-48,1.2612498230078851e-45,6.784273013457569e-79,4.288957876386714e-34,3.3452822670720844e-09,3.4451228229536286e-16,2.33717951540806e-55,3.170494147420814e-38,1.0,3.136256963313253e-29
1.3322948847195228e-11,6.7485775184033255e-121,5.199618802799961e-65,2.049206452192573e-139,3.014268308876137e-112,5.1475961983912034e-64,6.0218631498593844e-114,4.401366793403202e-51,3.410294361116737e-108,3.1702485712078963e-18,3.27780352979755e-89,3.001511426450853e-55,1.0,8.972797593706321e-128,1.9938407249381178e-154,3.387968112441599e-128
2.508691666858677e-44,0.7346258030712239,1.3581002655383942e-74,1.2437007865065954e-64,6.723132616913212e-25,2.340585795922898e-16,1.1373294393251968e-23,7.96805723097986e-103,7.731528825394864e-60,1.81721279632832e-21,0.6117570297115981,0.23268842098179127,1.0161641280114776e-147,5.987001537706657e-82,0.17870188807453286,6.320059314367517e-88
9.10139106851348e-47,2.3256271022255718e-234,6.0741154463244935e-31,1.7058961166748644e-159,5.150378169156818e-79,9.14913242513134e-104,3.733791813534889e-152,1.08966396044685e-226,3.706861048714142e-13,4.284008940037038e-53,0.9157227800841587,3.939896609700104e-75,0.4018106395243158,0.0,3.636795418661567e-137,3.566991634019659e-120
1.3312254794834544e-20,1.1913802330984684e-42,4.875157408298466e-244,3.511010984885668e-24,1.6549132881909814e-77,2.376044226765859e-66,5.482369220317141e-119,1.7644221161771279e-19,7.698863934606392e-81,2.642275484068604e-10,5.32643607002019e-73,0.009863012303690886,0.9999513593111903,2.53342430852643e-123,1.919172103937366e-17,3.8823310130421295e-226
1.342128963806516e-102,1.9696799012970056e-16,1.5838421080070283e-14,0.08217894702038298,1.1269352950801347e-154,5.648002460685422e-88,2.6091151431533077e-142,1.334776924359628e-21,3.790409654073313e-237,8.698271441753886e-89,0.9948619625302374,2.3186310029206504e-173,2.4327471155806496e-215,2.1042351802823943e-172,0.05912948652834227,4.79062085838357e-41
5.009316984787741e-25,0.7937674865038757,5.002713226412167e-66,6.606360817109501e-05,5.826078927764178e-20,0.00040741662015160766,0.5696227285302969,1.2568753050976545e-91,1.514822355750335e-80,1.297785643531577e-10,0.1290195835380875,0.0022498690544471445,1.39457563157224e-72,1.5172884755261545e-05,0.16974050512766914,1.3651788288465009e-93
1.0,1.0035606345374214e-214,7.2445e-320,1.0073677456807898e-159,0.0,0.0,0.0,7.48329e-318,0.0,2.7414045344444914e-260,3.2004302490890194e-93,0.0,1.2592356262680695e-56,8.751791549990839e-243,7.800305466178679e-218,4.014604810104716e-292
1.1528538130677187e-113,0.0,0.0,9.92473340852933e-105,0.0,1.2074532372151806e-256,0.0,0.0,5.451625917780327e-175,0.0,1.00674794595573e-132,1.19832845263271e-104,5e-324,1.0,5.450782485473238e-182,2.0292639105406977e-38
1.2041942954120062e-91,0.9434952331087655,2.730675400680816e-31,5.919334096306952e-113,1.100638e-317,0.32819043284057026,9.39934291007816e-214,1.1633985303088398e-135,1.4666321835588141e-229,1.9095851049700692e-237,4.340946967535374e-63,3.91778311130947e-103,3.776514597829932e-157,1.3469328381737535e-271,1.5463009569139198e-10,0.04591061852072368
8.510868505757342e-61,1.291110597124281e-06,2.1270639697243446e-30,4.8912386178103e-23,1.3063033820269513e-17,1.4248900725911978e-24,3.2774426398715106e-54,2.667561051175913e-43,6.209570150962376e-47,5.4330307720865075e-40,3.384576320782571e-13,1.2951337345031718e-14,7.0905158277703165e-65,7.132928959813948e-31,0.9999999999991666,1.4765963207776088e-31
1.0490960620135808e-47,1.5577698438547343e-266,1.0,1.663505698177411e-145,1.4802605126763295e-73,3.884283201895437e-173,3.1534918228658145e-57,0.0,6.858854274506927e-82,3.949656509442381e-102,1.9422304711527517e-111,5.0406019479233585e-132,1.515202079762163e-115,0.0,3.2904957820008184e-148,6.840651084841778e-71
7.11600748510037e-36,0.6907049952090296,6.412143553608363e-54,1.7956292836483006e-20,0.013202353948077053,0.34317214968360105,1.659593819778179e-12,1.9870793632318257e-26,2.4725452539259095e-45,0.034839880626774775,2.4393399713849126e-24,2.160830002500423e-07,9.5164398554353e-50,6.25406756952008e-39,0.6354300636914542,8.181109089786731e-17
0.003325091586137512,3.939896260626471e-12,8.580817364052934e-183,0.0031011847149506507,3.831783826974624e-110,9.300767423644601e-60,0.0,0.0,4.323386652012697e-197,1.16941584e-314,2.8533204362587826e-45,0.09932187782791607,4.487046224944383e-152,1.9291570324637186e-189,0.0013262287437850312,0.9950440855164977
8.568465148416239e-52,0.21869177485049449,0.02140755580595194,1.4749543873474213e-25,4.4512128383583925e-31,0.2953261498693005,5.9218274533360065e-40,0.0008112347567009533,1.3109270990531362e-11,1.8514875133017704e-34,8.100830135164658e-21,2.800878387070305e-19,1.0135573252879693e-56,0.05198937232217274,0.9283288945380549,1.718823200258995e-10
2.2885338790875523e-54,9.846900813969412e-14,4.646996353377177e-15,7.236150096256742e-19,1.3826540226601096e-26,1.0806469234248318e-33,4.8324912296416575e-49,1.9261529491887536e-44,5.370002973401414e-66,4.5362968625537425e-34,3.9614125641504255e-11,2.4631849227887805e-15,1.582611662489499e-58,1.0921238211607742e-39,0.9999861688329602,0.005259481227144334
1.4142312007053483e-49,0.001164190147637175,1.4777552412142334e-56,4.026647623943829e-14,2.1192118647146093e-17,0.22537878336874884,0.1942250622072466,2.2482884646450474e-41,6.103305564911657e-82,2.166843363548604e-21,2.1763483490896386e-16,5.163975108983744e-20,8.886693983624197e-70,1.447442933817838e-14,0.9547144462503508,6.770663903260047e-40
0.0013942415361604579,0.10029803161925575,3.852656292578934e-111,0.0,0.9788031457708188,1.1729708358443461e-11,9.724963635054384e-128,0.0,9.705856021158884e-182,1.1679000929790992e-32,0.07110954667218852,0.163487058587515,1.2278335108323778e-69,5.721599144078727e-126,0.00990842164368707,7.89206345022023e-70
0.50562415674692,4.097847649594093e-17,2.8772667769912826e-37,0.000151165234135617,9.099090881352628e-14,2.9310798511980523e-36,2.867134420126214e-54,5.879099329680185e-37,6.2986441973957595e-06,1.1925240641585194e-47,1.148669068423939e-19,1.553802054388547e-06,0.07031897654041015,1.8900550759820646e-37,0.8598833820694873,1.1158173916635264e-39
4.023279942251264e-07,1.0728271521004602e-38,1.8551281965819748e-123,6.848677084219211e-24,6.550605479974079e-77,4.460434067621297e-38,3.7053353010148745e-113,1.0080366375523851e-18,1.5098490977621406e-85,1.2684181217245773e-07,3.2328596338817025e-71,0.010121353470913471,0.9999487777900121,1.0485839263346892e-123,1.3202067126789693e-17,2.9612960080529455e-182
2.710026113282787e-46,3.7137205314405215e-13,1.6764852686817565e-40,1.368515388363807e-34,3.7057981035550516e-38,2.2449942080728717e-156,7.452540968531674e-105,0.0,3.939159393990865e-104,4.650145241322382e-30,8.167766336039869e-63,0.9995028672694097,1.063805001760747e-19,1.372708404383612e-205,0.03152805608071036,3.4471610597410643e-39
1.0,3.4334830109242445e-16,9.158390512539286e-59,1.661938219367382e-95,4.5880834221689697e-29,5.147485668211075e-17,8.494743352542306e-45,0.0,1.1860119144280347e-191,1.345727859574392e-150,4.079681345504765e-71,1.0589229151664174e-22,6.164162743576064e-115,0.0,2.2314798905275414e-50,3.4287373262813424e-41
0.9999999908316081,5.073824005533294e-245,1.4264984543640837e-95,7.77387490239234e-157,1.148506286092309e-261,0.0,7.429529817279916e-308,0.00013541338122070206,3.3838055492104707e-156,1.930592911338215e-62,3.3196300439825105e-86,2.005084796143931e-279,6.569318789115022e-56,5.161346213646629e-65,1.961427401363039e-235,1.4604727052532274e-42
1.5281970488660233e-19,0.8242994596742941,2.856321977913325e-56,2.208965290164418e-22,1.1406421667760612e-13,3.3392222421885753e-08,8.145851903760768e-09,5.221855946429737e-47,2.910238474085815e-20,3.271753344995416e-20,0.05532252455720406,0.31421401598460713,4.582592180596041e-49,4.134257733280051e-27,0.4676958105607836,2.0120960678306516e-45
8.21516495098025e-31,0.791570335123574,2.801531730492873e-42,9.878226187882355e-23,3.009752233986673e-22,9.96541300980185e-10,6.784799953547082e-37,1.436559019278649e-47,1.1521802264197024e-42,4.885176725252142e-25,2.4723522239579724e-15,0.06327709088804445,5.796726356568122e-51,1.767211858984773e-05,0.607793068411277,2.1511863551561573e-36
8.60870971815515e-33,1.1593464725779518e-12,6.167497444369348e-47,3.144336197743791e-20,5.797610655635992e-45,2.069442333184536e-76,8.422108134245059e-94,0.0,8.734968604048401e-72,5.0929477843677166e-46,5.8667518873257286e-67,0.9998818301204718,2.8415880631781655e-40,3.46474393859442e-217,0.015372891560670026,4.241026404244063e-24
4.637959341640013e-16,0.8210972364387514,1.442815013493627e-30,1.0441441122767133e-30,0.11327459176114066,5.888947344247605e-08,5.3901266220736075e-22,1.257680194503469e-34,1.2216694053082851e-52,1.7645920396858502e-36,4.083521176916361e-10,0.24135396054647537,3.720148955813042e-29,6.261967163948222e-43,0.5046944232924702,4.900962543665919e-29
4.2778766150794486e-52,3.0849399999761775e-28,2.315166305966352e-33,0.023195202137375408,1.3924607591435152e-33,3.2677383240116397e-41,2.4534200242340952e-49,1.6396452740727436e-49,2.488275904890042e-88,1.2715849729539562e-35,0.4272239077807023,3.8588080741620194e-17,3.6879709645666085e-64,3.0538982182566147e-39,0.9038482810839397,3.6842477171515724e-34
0.5589798029377532,0.822442732040762,1.5904499842985165e-39,6.40673599991971e-58,0.06901367144836246,2.18271743215785e-33,1.3475656889515894e-59,3.4408983905118866e-42,1.1428868973967845e-96,7.102379623274975e-76,1.1294161924904824e-33,0.07979057932409621,0.0003301342325000473,6.096624032884489e-201,6.060433739986653e-06,2.1532597550796873e-30
8.57870931406614e-168,0.021818184660247434,8.980128369778129e-70,0.0,3.172024176883196e-75,1.7650962100181263e-109,1.9162949732233646e-238,3.862051690911883e-72,0.9799631423357867,0.19798031841953836,3.712993501625413e-95,6.136619988694317e-128,2.7645614303346567e-109,8.419159840949253e-143,2.2279161605964138e-42,2.133826928047897e-290
7.188458040358908e-302,1.9086462414496255e-34,1.5322170909141798e-135,1.5445842946436494e-112,0.016943054038795678,1.2492362670322647e-186,2.6683869184954174e-87,0.007594853211992309,0.9994383029130313,0.02667676891373899,8.222844981872953e-81,5e-324,0.008165769723032228,3.17836753992857e-70,8.988631426395294e-46,3.1057744288487133e-25
2.014186137334563e-275,3.811318095047304e-100,0.0,4.686122793044734e-94,1.0156358496127336e-266,7.2967977302952975e-109,0.0,1.0,3.983690689794488e-295,7.673891857394827e-237,0.0,1.1981581572013123e-216,5.170580838627727e-238,2.6675835706800065e-232,7.926451161999594e-172,1.1899992279553892e-271
1.5788652075745085e-93,0.0040857463720075414,0.005042415960560698,1.0494660409770394e-194,6.686460492962779e-134,1.9526952052316517e-137,0.9977725028564277,1.2876091570525802e-295,5.905505383972219e-187,1.589287186572619e-234,0.06639211746498357,7.663643433303329e-99,9.514724689321297e-130,6.117655820856699e-201,2.7044871336605473e-95,1.4149252603057689e-129
2.1205160233022008e-42,4.899643204465404e-258,0.9898652773197678,0.0036996061251700035,3.403876466854132e-45,0.14196142317960073,1.2424082445741178e-73,4.160497348422807e-39,1.375027261969029e-29,1.5028225875852402e-32,7.63137252433467e-80,7.842700828918258e-52,9.88136039820651e-133,4.005218278318987e-19,2.8750663214620585e-88,1.9609182016206874e-152
5.470479366391225e-47,2.510581963015623e-263,1.0,4.205687080394655e-124,3.049666262193523e-79,3.3627284643379652e-174,6.092456842996528e-65,0.0,1.7620279504533905e-82,2.993661492197191e-89,3.845999941670703e-109,6.342535057212774e-120,2.478810063755879e-104,1.250370957100007e-309,9.849668863869226e-147,8.872544427004364e-73
1.7325781211971023e-84,1.143320635055535e-62,8.504206757748939e-53,1.1637818449810054e-116,7.460152717029197e-108,5.419932648583598e-60,1.3251916975300215e-05,3.3154415253672026e-44,3.050642830152333e-98,1.394014960986059e-12,2.3623538183760204e-72,5.0049884438856805e-33,0.9999999999121935,1.4898476748331854e-23,2.6027515846165106e-91,1.0518611134021579e-48
9.966955298146521e-103,2.638797594286508e-06,0.0051678374691071435,0.99778473454072,3.136771663056095e-129,5.571403764547871e-85,0.06631200234980426,0.0012787927096182426,1.4037720386374088e-53,2.442430904811473e-53,7.860490139185522e-181,7.00518908592418e-117,8.304841717535144e-139,1.6548057199622358e-64,5.2524965245903736e-64,3.7761263398250603e-31
0.11697664705492666,2.899695332368892e-45,0.0,0.14853893400429674,1.0168386420789233e-167,3.422257983409299e-42,2.1066539563823858e-60,0.0,9.568459387664469e-45,3.718752800552468e-297,0.0,0.9819636699637372,0.0,2.133731163968023e-308,2.809036245554727e-44,5.4541521973598485e-08
